C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C31_pred,C31_decision
0.34615384615384615,0.1421800947867298,0.7948717948717947,0.0,0.0,0.0,0.7251908396946564,0.225,0.8080000000000002,0.07042253521126761,0.7251908396946564,0.24390243902439024,0.8125000000000001,0.08196721311475409,0.13333333333333333,0.0,0.0,0.4649122807017544,0.8461538461538461,0.0,0.0,0.01022604951560818,0.3537803138373753,0.6411142301878643,0.14349382625849347,0.39086294416243644,0.5782312925170068,0.18586698337292165,0.33767535070140287,0.0,1,0.38390023411692215,0
0.5,0.3370194839389151,0.5512820512820513,0.2,0.5,0.0,0.6183206106870229,0.2,0.64,0.09859154929577464,0.6183206106870229,0.21951219512195122,0.6484375,0.11475409836065574,0.2,0.0,0.0,0.32456140350877194,0.49230769230769234,0.0,0.0,0.48945102260495155,0.7175463623395151,0.6722090261282659,0.39029736246072916,0.36548223350253795,0.6394557823129253,0.320665083135392,0.3937875751503006,0.03184713375796178,1,0.38390023411692215,0
0.38461538461538464,0.34755134281200617,1.0,0.0,0.0,0.0,0.9541984732824427,0.0875,0.9439999999999997,0.056338028169014086,0.9541984732824427,0.10975609756097561,0.8828125,0.14754098360655737,0.0,0.0,0.0,0.4649122807017544,0.676923076923077,0.0,0.0,0.18729817007534985,0.9172610556348076,0.7199309004534656,0.3970921312194053,0.38071065989847724,0.39455782312925175,0.09738717339667459,0.22545090180360725,0.07006369426751592,1,0.38390023411692215,0
0.5,0.27382833070036855,0.5256410256410258,0.6,0.5,0.0,0.5343511450381678,0.275,0.5280000000000001,0.22535211267605634,0.5343511450381678,0.2926829268292683,0.7109375000000001,0.0,0.13333333333333333,0.0,0.0,0.42105263157894735,0.46153846153846156,0.0,0.0,0.0,0.2097004279600571,0.15957676527747788,0.28180024841090084,0.6954314720812182,0.9455782312925172,0.17161520190023757,0.3557114228456914,0.11146496815286625,1,0.38390023411692215,0
0.34615384615384615,0.384412848867825,0.23076923076923084,0.8,0.5,0.0,0.19847328244274817,0.425,0.32,0.22535211267605634,0.19847328244274817,0.43902439024390244,0.38281250000000017,0.21311475409836064,0.4666666666666667,0.0,0.0,0.4473684210526316,0.6615384615384615,0.2,0.0,0.07868675995694295,0.43223965763195443,0.3977542647376377,0.4705925330605684,0.20304568527918787,0.19047619047619052,0.17042755344418054,0.15330661322645292,0.11464968152866242,0,0.38390023411692215,0
0.9230769230769231,0.4265402843601894,0.17948717948717974,1.0,0.5,1.0,0.49618320610687017,0.075,0.4,0.11267605633802817,0.5038167938931298,0.08536585365853659,0.41406250000000006,0.13114754098360656,0.13333333333333333,0.0,0.0,1.0,0.8769230769230769,0.2,0.0,0.06480086114101184,0.5834522111269616,0.862664651263226,0.29465916563162126,0.2842639593908631,0.3877551020408163,0.24821852731591454,0.2705410821643287,0.12420382165605096,0,0.38390023411692215,0
0.5769230769230769,0.24223275408109518,1.0,0.8,1.0,0.0,0.8778625954198472,0.175,0.88,0.1267605633802817,0.8778625954198472,0.1951219512195122,0.8906250000000001,0.13114754098360656,0.0,0.0,0.0,0.5789473684210527,0.7230769230769231,0.0,0.0,0.02691065662002153,0.514978601997147,0.4174044482833081,0.22276612844304816,0.7614213197969545,0.7278911564625851,0.02434679334916865,0.04008016032064128,0.12738853503184713,0,0.38390023411692215,0
0.6538461538461539,0.2317008952080041,0.7564102564102566,0.2,0.5,1.0,0.40458015267175573,0.5625,0.30400000000000005,0.6619718309859155,0.6644214937883544,0.25281425891181986,0.5781250000000001,0.3770491803278688,0.6666666666666666,0.0,0.0,0.5263157894736842,0.6923076923076923,0.4,0.0,0.017868675995694295,0.6362339514978602,0.5350896134744115,0.5180097903119749,0.5329949238578682,0.6802721088435374,0.14964370546318292,0.21543086172344694,0.14968152866242038,1,0.38390023411692215,0
0.5,0.1790416008425486,0.35897435897435903,0.4,0.5,1.0,0.5496183206106869,0.125,0.45599999999999996,0.16901408450704225,0.6644214937883544,0.25281425891181986,0.46875,0.19672131147540983,0.36666666666666664,0.0,0.0,0.5614035087719298,0.7384615384615385,0.2,1.0,0.0,0.45791726105563485,0.4994601597927013,0.3170892087382188,0.949238578680203,0.7346938775510204,0.20605700712589078,0.27354709418837675,0.18789808917197454,1,0.38390023411692215,0
0.2692307692307692,0.4002106371774617,1.0,0.2,0.5,1.0,0.8854961832061069,0.1625,0.8080000000000002,0.2112676056338028,0.9541984732824427,0.0975609756097561,0.8828125,0.13114754098360656,0.0,0.0,0.0,0.5087719298245614,0.8461538461538461,0.6,0.0,0.28363832077502693,0.31811697574893016,0.6393867415245088,0.29429385548330533,0.4822335025380712,0.6530612244897961,0.0172209026128266,0.2054108216432866,0.20382165605095542,1,0.38390023411692215,0
0.3076923076923077,0.13164823591363875,0.41025641025641013,0.0,0.0,0.0,0.5038167938931298,0.2125,0.6,0.056338028169014086,0.5038167938931298,0.23170731707317074,0.609375,0.06557377049180328,0.13333333333333333,0.0,0.0,0.4473684210526316,0.9846153846153847,0.4,0.0,0.036383207750269105,0.912981455064194,0.6342042755344416,0.4767297435522759,0.5431472081218273,0.4489795918367348,0.08313539192399051,0.06913827655310624,0.23885350318471338,1,0.38390023411692215,0
0.3076923076923077,0.3370194839389151,0.9102564102564099,0.2,0.0,0.0,0.7633587786259541,0.275,0.8080000000000002,0.15492957746478872,0.7633587786259541,0.2926829268292683,0.26562500000000017,0.9836065573770492,0.3,0.0,0.0,0.5526315789473685,0.5538461538461539,0.4,0.0,0.012163616792249731,0.5106990014265336,0.8872813647160439,0.4066632571052824,0.22842639593908634,0.3333333333333335,0.12292161520190024,0.2855711422845692,0.24522292993630573,1,0.38390023411692215,0
0.4230769230769231,0.2264349657714585,0.4871794871794872,0.0,0.0,0.5,0.5419847328244275,0.225,0.6080000000000001,0.08450704225352113,0.6564885496183206,0.0975609756097561,0.0,1.0,0.16666666666666666,0.0,0.0,0.2807017543859649,0.6153846153846154,0.2,0.0,0.21840688912809472,0.7275320970042798,0.42453033901965015,0.29655877840286404,0.0,0.2244897959183674,0.3076009501187649,0.3667334669338677,0.2515923566878981,1,0.38390023411692215,0
0.15384615384615385,0.22116903633491306,0.6666666666666665,0.2,0.0,1.0,0.6259541984732824,0.2625,0.5359999999999999,0.323943661971831,0.6644214937883544,0.25281425891181986,0.546875,0.3770491803278688,0.26666666666666666,0.45,0.0,0.3684210526315789,0.6615384615384615,0.2,0.0,0.0,0.3166904422253924,0.18635283955949034,0.22320450062102726,0.7664974619289342,0.870748299319728,0.18230403800475062,0.16332665330661325,0.2515923566878981,1,0.38390023411692215,0
0.34615384615384615,0.15271195365982088,0.9487179487179489,0.0,0.0,0.0,0.6870229007633587,0.4,0.9360000000000003,0.056338028169014086,0.6870229007633587,0.4146341463414634,0.8671874999999998,0.16393442622950818,0.06666666666666667,0.0,0.0,0.15789473684210525,0.4461538461538462,0.4,0.0,0.1077502691065662,0.8559201141226821,0.8561865687756424,0.3420033608533645,0.5634517766497464,0.469387755102041,0.02731591448931117,0.08917835671342687,0.25477707006369427,0,0.38390023411692215,0
0.15384615384615385,0.4160084254870984,1.0,0.4,0.0,0.0,0.7099236641221374,0.375,1.0,0.0,0.7099236641221374,0.3902439024390244,0.5624999999999999,0.6229508196721312,0.0,0.0,0.0,0.5087719298245614,1.0,0.8,0.0,0.005059203444564047,0.5663338088445078,0.7680846469445043,0.2960473441952217,0.2538071065989848,0.2789115646258504,0.0498812351543943,0.18937875751503008,0.25796178343949044,0,0.38390023411692215,0
0.23076923076923078,0.21590310689836742,0.6794871794871795,0.0,0.0,0.0,0.0,1.0,0.2480000000000001,0.676056338028169,0.0,1.0,0.609375,0.3114754098360656,0.8333333333333334,0.0,0.0,0.17543859649122806,0.3230769230769231,0.4,0.0,0.0,0.27389443651925827,0.7814726840855106,0.5072696719514869,0.7309644670050762,0.6870748299319729,0.05819477434679336,0.06713426853707415,0.25796178343949044,1,0.38390023411692215,0
0.38461538461538464,0.4423380726698261,1.0,0.0,0.0,0.0,1.0,0.05,0.9680000000000001,0.014084507042253521,1.0,0.07317073170731707,1.0,0.0,0.0,0.0,0.0,0.43859649122807015,0.5538461538461539,0.2,0.0,0.02744886975242196,0.47931526390870194,0.34506586050529037,0.33170161467085557,0.7918781725888328,0.6530612244897961,0.7108076009501189,0.9949899799599199,0.2643312101910828,1,0.38390023411692215,0
0.5769230769230769,0.04212743549236425,0.025641025641025546,0.4,0.5,0.0,0.45801526717557245,0.025,0.37599999999999995,0.028169014084507043,0.45801526717557245,0.04878048780487805,0.390625,0.03278688524590164,0.06666666666666667,0.0,0.5,0.5087719298245614,0.9076923076923077,0.2,0.0,0.024865446716899893,0.8302425106990015,0.47657093500323905,0.18842697450135165,0.5228426395939086,0.6054421768707485,0.2244655581947744,0.4098196392785572,0.2643312101910828,0,0.38390023411692215,0
0.8461538461538461,0.27382833070036855,0.5128205128205128,0.4,1.0,1.0,0.5801526717557253,0.1875,0.4880000000000001,0.23943661971830985,0.6644214937883544,0.25281425891181986,0.53125,0.26229508196721313,0.4,0.0,0.5,0.6140350877192983,0.6307692307692307,0.4,0.0,0.010979547900968783,0.4465049928673325,0.6728568343770244,0.40680938116460874,0.3959390862944162,0.5102040816326531,0.11876484560570073,0.16633266533066135,0.27388535031847133,0,0.38390023411692215,0
0.5769230769230769,0.27382833070036855,0.37179487179487203,0.2,0.0,0.0,0.2748091603053436,0.4375,0.2480000000000001,0.4225352112676056,0.2748091603053436,0.45121951219512196,0.5781250000000001,0.03278688524590164,0.13333333333333333,0.35,0.0,0.30701754385964913,0.6153846153846154,0.6,0.0,0.023681377825618945,0.16262482168330955,0.5946879723601813,0.3023306787462556,0.6802030456852792,0.3537414965986394,0.1846793349168646,0.21342685370741485,0.28343949044585987,1,0.38390023411692215,0
0.4230769230769231,0.5107951553449183,0.5128205128205128,0.2,0.5,0.0,0.5648854961832059,0.2125,0.4880000000000001,0.23943661971830985,0.5648854961832059,0.23170731707317074,0.5000000000000001,0.2786885245901639,0.1,0.0,0.5,0.5526315789473685,0.8461538461538461,0.6,0.0,0.0,0.0,0.3457136687540488,0.2558632278804705,0.4568527918781727,0.42857142857142866,0.17042755344418054,0.2434869739478958,0.28662420382165604,1,0.38390023411692215,0
0.4230769230769231,0.0,0.5000000000000002,0.2,0.0,0.0,0.4122137404580151,0.375,0.6480000000000001,0.028169014084507043,0.4122137404580151,0.3902439024390244,0.6562500000000001,0.03278688524590164,0.03333333333333333,0.0,0.0,0.2543859649122807,0.4153846153846154,0.8,0.0,0.010656620021528526,0.4194008559201141,0.6432735910170588,0.4995981588368525,0.27411167512690354,0.39455782312925175,0.06294536817102139,0.08216432865731463,0.29936305732484075,1,0.38390023411692215,0
0.4230769230769231,0.2632964718272775,0.6794871794871795,0.0,0.0,1.0,0.38931297709923673,0.55,0.2880000000000001,0.647887323943662,0.6644214937883544,0.25281425891181986,0.30468750000000017,0.7540983606557377,0.1,0.95,0.0,0.3333333333333333,0.6923076923076923,0.4,0.0,0.006889128094725512,0.6576319543509274,0.5087454113582379,0.5050778110615913,0.5025380710659899,0.4625850340136055,0.09323040380047506,0.19639278557114226,0.3089171974522293,1,0.38390023411692215,0
0.5,0.4002106371774617,0.8205128205128207,0.4,0.5,0.0,0.6870229007633587,0.3125,0.8,0.11267605633802817,0.6870229007633587,0.32926829268292684,0.8828125,0.01639344262295082,0.0,0.0,0.0,0.5964912280701754,0.8307692307692308,0.6,0.0,1.0,1.0,0.9408335132800689,0.17775991817052678,0.736040609137056,0.7210884353741498,0.10510688836104513,0.15330661322645292,0.3184713375796178,1,0.38390023411692215,0
0.23076923076923078,0.1211163770405475,0.6153846153846154,0.0,0.0,1.0,0.7251908396946564,0.0875,0.64,0.1267605633802817,0.6644214937883544,0.25281425891181986,0.6484375,0.14754098360655737,0.03333333333333333,0.0,0.0,0.2982456140350877,0.7384615384615385,0.4,0.0,0.006566200215285253,0.24964336661911557,0.22954005614338152,0.19536786731935413,0.5228426395939086,0.4353741496598641,0.007125890736342045,0.03406813627254511,0.3184713375796178,1,0.38390023411692215,0
0.5769230769230769,0.30542390731964175,0.9358974358974359,0.0,0.0,1.0,0.6259541984732824,0.45,0.5359999999999999,0.5352112676056338,0.9312977099236642,0.12195121951219512,0.9296875000000001,0.06557377049180328,0.06666666666666667,0.0,0.0,0.24561403508771928,0.4461538461538462,0.6,0.0,0.1767491926803014,0.1783166904422254,0.34225869142733756,0.24285818660042377,0.7157360406091373,0.8299319727891157,0.046912114014251785,0.09819639278557116,0.33121019108280253,1,0.38390023411692215,0
0.4230769230769231,0.11058451816745643,0.3974358974358976,0.2,0.0,1.0,0.6106870229007633,0.1,0.52,0.14084507042253522,0.6644214937883544,0.25281425891181986,0.53125,0.16393442622950818,0.36666666666666664,0.0,0.0,0.17543859649122806,0.5076923076923077,0.2,1.0,0.0,0.2582025677603424,0.5163031742604188,0.23233725432892527,0.5532994923857868,0.5306122448979592,0.11223277909738719,0.15731462925851702,0.33121019108280253,1,0.38390023411692215,0
0.34615384615384615,0.5897840968931015,0.5641025641025643,0.0,0.0,0.0,0.4122137404580151,0.4375,0.37599999999999995,0.4507042253521127,0.4122137404580151,0.45121951219512196,0.25781250000000006,0.7049180327868853,0.9666666666666667,0.0,0.0,0.42105263157894735,0.6923076923076923,0.4,0.0,0.04079655543595264,0.4407988587731812,0.8028503562945367,0.3127785489880909,0.3959390862944162,0.44217687074829937,0.0653206650831354,0.07715430861723446,0.3343949044585987,1,0.38390023411692215,0
0.7692307692307693,0.10005265929436537,1.0,0.2,0.5,1.0,0.4885496183206105,0.625,0.3919999999999999,0.7323943661971831,0.6946564885496184,0.4146341463414634,0.921875,0.11475409836065574,0.2,0.15,0.0,0.42105263157894735,0.5692307692307692,1.0,0.0,0.0,0.10271041369472188,0.6402504858561865,0.08438664426097757,0.736040609137056,0.8503401360544218,0.15261282660332542,0.1623246492985972,0.3375796178343949,1,0.38390023411692215,0
0.46153846153846156,0.3370194839389151,0.5512820512820513,0.0,0.0,1.0,0.5038167938931298,0.3125,0.40800000000000014,0.38028169014084506,0.6644214937883544,0.25281425891181986,0.6328125000000001,0.0,0.26666666666666666,0.0,1.0,0.5526315789473685,0.9230769230769231,0.4,0.0,0.00527448869752422,0.4108416547788874,0.41956380911250263,0.21421787097245562,0.7461928934010151,0.7619047619047619,0.07541567695961995,0.18336673346693388,0.3375796178343949,1,0.38390023411692215,0
0.7307692307692307,0.20010531858873074,0.6794871794871795,0.2,0.5,0.5,0.8625954198473282,0.0,0.784,0.028169014084507043,0.6644214937883544,0.25281425891181986,0.78125,0.04918032786885246,0.06666666666666667,0.0,0.0,0.0,0.0,0.2,0.0,0.4928955866523143,0.37232524964336666,0.3727056791189807,0.27047563381310735,0.5939086294416243,0.6122448979591837,0.029097387173396674,0.04308617234468939,0.3471337579617834,1,0.38390023411692215,0
0.8461538461538461,0.4160084254870984,0.4358974358974361,0.6,0.5,1.0,0.5572519083969466,0.1875,0.4640000000000001,0.23943661971830985,0.6946564885496184,0.06097560975609756,0.4765625000000001,0.2786885245901639,0.13333333333333333,0.6,0.5,0.5526315789473685,0.6615384615384615,0.2,0.0,0.0,0.2767475035663338,0.5610019434247462,0.14809673412727406,0.4822335025380712,0.6394557823129253,0.7078384798099764,0.9138276553106213,0.3662420382165605,1,0.38390023411692215,0
0.6153846153846154,0.46866771985255384,0.0,0.2,0.5,1.0,0.38931297709923673,0.075,0.2880000000000001,0.11267605633802817,0.38931297709923673,0.0975609756097561,0.3125,0.11475409836065574,0.16666666666666666,0.0,1.0,0.4473684210526316,0.7384615384615385,0.2,1.0,0.14230355220667384,0.8987161198288162,1.0,0.25221012639731133,0.6548223350253808,0.6870748299319729,0.04453681710213778,0.1212424849699399,0.37261146496815284,0,0.38390023411692215,0
0.5384615384615384,0.32648762506582407,1.0,0.4,0.5,1.0,0.8473282442748091,0.225,0.7680000000000001,0.28169014084507044,0.6644214937883544,0.25281425891181986,0.9375000000000002,0.08196721311475409,0.9333333333333333,0.0,0.5,0.2807017543859649,0.6153846153846154,1.0,0.0,0.013885898815931108,0.24393723252496438,0.4076873245519326,0.10688974939723825,0.9543147208121828,0.9319727891156463,0.11045130641330167,0.09218436873747494,0.37261146496815284,1,0.38390023411692215,0
